Name,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,PosÿSummary
EricÿThames*\thameer01,30,MIL,NL,138,551,469,83,116,26,4,31,63,4,2,75,163,0.247,0.359,0.518,0.877,125,243,6,7,0,0,5,37/9D
JesenÿTherrien\dygesje01,24,PHI,NL,14,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,0,0,0,0,0,1
JakeÿThompson\thompja03,23,PHI,NL,11,14,12,1,2,1,0,0,0,0,0,1,5,0.167,0.231,0.25,0.481,27,3,0,0,1,0,0,1
TrayceÿThompson\thomptr01,26,LAD,NL,27,55,49,6,6,2,1,1,2,0,0,6,23,0.122,0.218,0.265,0.483,28,13,0,0,0,0,1,/897
AndrewÿToles*\tolesan01,25,LAD,NL,31,102,96,17,26,3,0,5,15,0,1,5,16,0.271,0.314,0.458,0.772,102,44,3,1,0,0,0,78
AshurÿTolliver*\tollias01,29,HOU,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
YasmanyÿTomas\tomasya01,26,ARI,NL,47,180,166,19,40,11,1,8,32,0,0,13,50,0.241,0.294,0.464,0.758,88,77,2,0,0,1,0,7
JoshÿTomlin\tomlijo01,32,CLE,AL,3,7,7,0,1,0,0,0,0,0,0,0,3,0.143,0.143,0.143,0.286,-25,1,0,0,0,0,0,1
KelbyÿTomlinson\tomlike01,27,SFG,NL,104,222,194,32,50,4,2,1,11,9,1,23,46,0.258,0.332,0.314,0.646,73,61,8,0,2,3,2,546/7
LuisÿTorrens\torrelu01,21,SDP,NL,56,139,123,7,20,3,1,0,7,0,0,12,30,0.163,0.243,0.203,0.446,22,25,4,1,3,0,3,2
CarlosÿTorres\torreca01,34,MIL,NL,64,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
JoseÿTorres*\torrejo02,23,SDP,NL,57,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,2,439,1,0,0,0,0,0,1
RamonÿTorres#\torrera01,24,KCR,AL,33,79,74,9,18,3,0,0,4,1,0,4,12,0.243,0.291,0.284,0.575,55,21,1,1,0,0,0,45/6
RonaldÿTorreyes\torrero01,24,NYY,AL,108,336,315,35,92,15,1,3,36,2,0,11,43,0.292,0.314,0.375,0.689,81,118,9,1,5,4,0,465/D9
DevonÿTravis\travide01,26,TOR,AL,50,197,185,22,48,18,0,5,24,4,2,7,38,0.259,0.291,0.438,0.729,91,81,5,2,1,2,0,4
SamÿTravis\travisa01,23,BOS,AL,33,83,76,13,20,6,0,0,1,1,0,6,23,0.263,0.325,0.342,0.667,76,26,2,1,0,0,0,3/D
BlakeÿTreinen\treinbl01,29,TOT,MLB,39,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
BlakeÿTreinen\treinbl01,29,WSN,NL,35,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
BlakeÿTreinen\treinbl01,29,OAK,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
MikeÿTrout\troutmi01,25,LAA,AL,114,507,402,92,123,25,3,33,72,22,4,94,90,0.306,0.442,0.629,1.071,186,253,8,7,0,4,15,8/D
MarkÿTrumbo\trumbma01,31,BAL,AL,146,603,559,79,131,22,0,23,65,1,0,42,149,0.234,0.289,0.397,0.686,84,222,13,1,0,1,0,*D9/35
Jen-HoÿTseng*\tsengje01,22,CHC,NL,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,/1
SamÿTuivailala\tuivasa01,24,STL,NL,34,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
TroyÿTulowitzki\tulowtr01,32,TOR,AL,66,260,241,16,60,10,0,7,26,0,1,17,40,0.249,0.3,0.378,0.678,80,91,10,1,0,1,1,6
NikÿTurley*\turleni01,27,MIN,AL,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,1
JacobÿTurner\turneja01,26,WSN,NL,16,8,5,0,0,0,0,0,0,0,0,1,2,0,0.167,0,0.167,-51,0,0,0,2,0,0,1
JustinÿTurner\turneju01,32,LAD,NL,130,543,457,72,147,32,0,21,71,7,1,59,56,0.322,0.415,0.53,0.945,150,242,12,19,1,7,5,*5/D
StuartÿTurner\turnest01,25,CIN,NL,37,89,82,4,11,3,0,2,7,0,0,5,22,0.134,0.182,0.244,0.426,10,20,5,0,1,1,0,2
TreaÿTurner\turnetr01,24,WSN,NL,98,447,412,75,117,24,6,11,45,46,8,30,80,0.284,0.338,0.451,0.789,101,186,4,4,0,1,0,6
KojiÿUehara\ueharko01,42,CHC,NL,45,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
JustinÿUpton\uptonju01,29,TOT,AL,152,635,557,100,152,44,0,35,109,14,5,74,180,0.273,0.361,0.54,0.901,137,301,9,3,0,1,3,*7
JustinÿUpton\uptonju01,29,DET,AL,125,520,459,81,128,37,0,28,94,10,5,57,147,0.279,0.362,0.542,0.904,137,249,6,3,0,1,2,*7
JustinÿUpton\uptonju01,29,LAA,AL,27,115,98,19,24,7,0,7,15,4,0,17,33,0.245,0.357,0.531,0.887,136,52,3,0,0,0,1,7
JoseÿUrena\urenajo01,25,MIA,NL,32,56,48,3,5,1,0,0,2,0,0,0,28,0.104,0.104,0.125,0.229,-37,6,0,0,8,0,0,1
RichardÿUrena#\urenari01,21,TOR,AL,21,75,68,6,14,4,0,1,4,1,0,6,28,0.206,0.27,0.309,0.579,54,21,0,0,1,0,0,4-Jun
JulioÿUrias*\uriasju01,20,LAD,NL,5,7,6,0,1,0,0,0,0,0,0,0,4,0.167,0.167,0.167,0.333,-10,1,0,0,1,0,0,/1
GioÿUrshela\urshegi01,25,CLE,AL,67,165,156,14,35,7,0,1,15,0,0,8,22,0.224,0.262,0.288,0.551,44,45,6,0,1,0,0,5/463
ChaseÿUtley*\utleych01,38,LAD,NL,127,353,309,43,73,20,4,8,34,6,1,32,57,0.236,0.324,0.405,0.728,93,125,3,9,1,2,0,43/D
PatÿValaika\valaipa01,24,COL,NL,110,195,182,28,47,11,0,13,40,0,0,7,53,0.258,0.284,0.533,0.817,94,97,1,0,5,1,0,65/437D
LuisÿValbuena*\valbulu01,31,LAA,AL,117,401,347,42,69,15,0,22,65,0,2,48,106,0.199,0.294,0.432,0.727,94,150,6,1,0,5,1,53/D
JoseÿValdez\valdejo03,27,TOT,MLB,12,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
JoseÿValdez\valdejo03,27,SDP,NL,12,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
DannyÿValencia\valenda01,32,SEA,AL,130,500,450,54,115,19,3,15,66,2,2,40,122,0.256,0.314,0.411,0.725,97,185,16,2,0,8,0,*39/5
BreyvicÿValera#\valerbr01,25,STL,NL,5,11,10,0,1,0,0,0,0,0,0,1,0,0.1,0.182,0.1,0.282,-22,1,0,0,0,0,0,/4
ScottÿVanÿSlyke\vanslsc01,30,LAD,NL,29,48,41,6,5,1,0,2,3,1,0,7,15,0.122,0.25,0.293,0.543,44,12,0,0,0,0,1,7/389
IldemaroÿVargas#\vargail01,25,ARI,NL,12,13,13,4,4,1,0,0,4,0,0,0,3,0.308,0.308,0.385,0.692,74,5,1,0,0,0,0,/45
JasonÿVargas*\vargaja01,34,KCR,AL,1,4,4,0,1,0,0,0,0,0,0,0,1,0.25,0.25,0.25,0.5,35,1,0,0,0,0,0,1
KennysÿVargas#\vargake01,26,MIN,AL,78,264,241,33,61,13,0,11,41,0,0,20,77,0.253,0.314,0.444,0.758,100,107,10,2,0,1,1,3D
ChristianÿVazquez\vazquch01,26,BOS,AL,99,345,324,43,94,18,2,5,32,7,2,17,64,0.29,0.33,0.404,0.735,92,131,14,3,0,1,0,2/5D
FelipeÿVazquez*\riverfe01,25,PIT,NL,66,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
VinceÿVelasquez\velasvi01,25,PHI,NL,16,25,24,1,6,0,0,0,1,0,0,1,4,0.25,0.28,0.25,0.53,42,6,1,0,0,0,0,1
HectorÿVelazquez\velazhe01,28,BOS,AL,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,/1
AlexÿVerdugo*\verdual01,21,LAD,NL,15,25,23,1,4,0,0,1,1,0,1,2,4,0.174,0.24,0.304,0.544,44,7,1,0,0,0,0,/879
DrewÿVerHagen\verhadr01,26,DET,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
JustinÿVerlander\verlaju01,34,TOT,AL,2,6,6,0,1,0,0,0,1,0,0,0,4,0.167,0.167,0.167,0.333,-10,1,0,0,0,0,0,1
JustinÿVerlander\verlaju01,34,DET,AL,2,6,6,0,1,0,0,0,1,0,0,0,4,0.167,0.167,0.167,0.333,-10,1,0,0,0,0,0,1
ChristianÿVillanueva\villach01,26,SDP,NL,12,32,32,5,11,1,0,4,7,0,0,0,10,0.344,0.344,0.75,1.094,181,24,0,0,0,0,0,/5
JonathanÿVillar#\villajo01,26,MIL,NL,122,436,403,49,97,18,1,11,40,23,8,30,132,0.241,0.293,0.372,0.665,72,150,4,0,2,1,1,4/8D
ZachÿVincej\vinceza01,26,CIN,NL,9,12,9,2,1,0,0,0,0,0,0,1,5,0.111,0.333,0.111,0.444,25,1,0,2,0,0,0,/64
NickÿVincent\vinceni01,30,SEA,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
ArodysÿVizcaino\vizcaar01,26,ATL,NL,56,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
DanÿVogelbach*\vogelda01,24,SEA,AL,16,31,28,0,6,1,0,0,2,0,0,3,9,0.214,0.29,0.25,0.54,51,7,2,0,0,0,0,/3D
StephenÿVogt*\vogtst01,32,TOT,MLB,99,303,279,25,65,15,1,12,40,0,1,21,56,0.233,0.285,0.423,0.708,86,118,2,0,1,2,1,2/D7
StephenÿVogt*\vogtst01,32,OAK,AL,54,174,157,12,34,8,1,4,20,0,1,16,31,0.217,0.287,0.357,0.644,75,56,1,0,0,1,1,2/D7
StephenÿVogt*\vogtst01,32,MIL,NL,45,129,122,13,31,7,0,8,20,0,0,5,25,0.254,0.281,0.508,0.789,100,62,1,0,1,1,0,2
LukeÿVoit\voitlu01,26,STL,NL,62,124,114,18,28,9,0,4,18,0,0,7,31,0.246,0.306,0.43,0.736,92,49,4,3,0,0,0,3/D
EdinsonÿVolquez\volqued01,33,MIA,NL,15,30,26,0,5,0,0,0,1,0,0,1,11,0.192,0.214,0.192,0.407,13,5,0,0,2,1,0,1
JoeyÿVotto*\vottojo01,33,CIN,NL,162,707,559,106,179,34,1,36,100,5,1,134,83,0.32,0.454,0.578,1.032,167,323,16,8,0,6,20,*3
MichaelÿWacha\wachami01,25,STL,NL,28,55,46,3,2,0,0,0,3,0,0,1,22,0.043,0.063,0.043,0.106,-71,2,2,0,7,1,0,1
TylerÿWade*\wadety01,22,NYY,AL,30,63,58,7,9,4,0,0,2,1,1,5,19,0.155,0.222,0.224,0.446,19,13,2,0,0,0,0,4/679D
AdamÿWainwright\wainwad01,35,STL,NL,24,50,42,7,11,2,0,2,11,0,0,1,15,0.262,0.279,0.452,0.731,89,19,2,0,7,0,0,1
ChristianÿWalker\walkech02,26,ARI,NL,11,15,12,2,3,1,0,2,2,0,0,1,5,0.25,0.4,0.833,1.233,200,10,0,2,0,0,0,/3D
NeilÿWalker#\walkene01,31,TOT,NL,111,448,385,59,102,21,2,14,49,0,2,55,77,0.265,0.362,0.439,0.801,112,169,9,5,1,2,2,43/5
NeilÿWalker#\walkene01,31,NYM,NL,73,299,265,40,70,13,2,10,36,0,1,27,47,0.264,0.339,0.442,0.78,108,117,4,4,1,2,1,Apr-35
NeilÿWalker#\walkene01,31,MIL,NL,38,149,120,19,32,8,0,4,13,0,1,28,30,0.267,0.409,0.433,0.843,121,52,5,1,0,0,1,43/5
TaijuanÿWalker\walketa01,24,ARI,NL,25,54,52,6,12,1,0,1,5,0,0,1,19,0.231,0.245,0.308,0.553,39,16,1,0,1,0,0,1
ChadÿWallach\wallach01,25,CIN,NL,6,11,11,0,1,0,0,0,0,0,0,0,5,0.091,0.091,0.091,0.182,-52,1,0,0,0,0,0,/23
Wei-ChungÿWang*\wangwe01,25,MIL,NL,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
AdamÿWarren\warread01,29,NYY,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
DavidÿWashington*\washida01,26,BAL,AL,3,6,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,-100,0,0,0,0,0,0,/9D
TonyÿWatson*\watsoto01,32,TOT,NL,68,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,1
TonyÿWatson*\watsoto01,32,PIT,NL,44,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,1
TonyÿWatson*\watsoto01,32,LAD,NL,24,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
JeredÿWeaver\weaveje02,34,SDP,NL,8,10,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,-100,0,1,0,0,0,0,/1
LukeÿWeaver\weavelu01,23,STL,NL,15,23,19,2,3,0,0,0,1,0,0,1,9,0.158,0.2,0.158,0.358,-3,3,0,0,3,0,0,1
TylerÿWebb*\webbty01,26,TOT,MLB,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
TylerÿWebb*\webbty01,26,MIL,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
RickieÿWeeks\weeksri01,34,TBR,AL,37,112,97,13,21,6,0,2,8,1,0,12,49,0.216,0.321,0.34,0.662,81,33,0,3,0,0,0,D3
JoeyÿWendle*\wendljo01,27,OAK,AL,8,14,13,3,4,1,0,1,5,0,0,1,3,0.308,0.357,0.615,0.973,159,8,0,0,0,0,1,/4
JaysonÿWerth\werthja01,38,WSN,NL,70,289,252,35,57,10,1,10,29,4,3,35,69,0.226,0.322,0.393,0.715,83,99,4,1,0,1,1,79/D
ZackÿWheeler*\wheelza01,27,NYM,NL,17,29,27,1,2,1,0,0,0,0,0,1,12,0.074,0.107,0.111,0.218,-41,3,0,0,1,0,0,1
TylerÿWhite\whitety01,26,HOU,AL,22,67,61,7,17,6,0,3,10,0,1,4,16,0.279,0.328,0.525,0.853,129,32,0,1,0,1,0,3/471
ChaseÿWhitley\whitlch01,28,TBR,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
MattÿWieters#\wietema01,31,WSN,NL,123,465,422,43,95,20,0,10,52,1,0,38,94,0.225,0.288,0.344,0.632,62,145,14,1,0,4,4,*2
TomÿWilhelmsen\wilheto01,33,ARI,NL,27,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,1
AdamÿWilk*\wilkad01,29,TOT,MLB,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,/1
AdamÿWilk*\wilkad01,29,NYM,NL,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,/1
AaronÿWilkerson\wilkeaa01,28,MIL,NL,3,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,/1
MasonÿWilliams*\willima10,25,NYY,AL,5,17,16,3,4,0,0,0,1,2,0,1,2,0.25,0.294,0.25,0.544,46,4,0,0,0,0,0,/89
NickÿWilliams*\willini01,23,PHI,NL,83,343,313,45,90,14,4,12,55,1,2,20,97,0.288,0.338,0.473,0.811,111,148,8,6,0,4,0,987/D
TaylorÿWilliams#\willita01,25,MIL,NL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
TrevorÿWilliams\willitr01,25,PIT,NL,30,47,41,1,2,0,0,0,0,0,0,2,17,0.049,0.093,0.049,0.142,-60,2,1,0,4,0,0,1
MacÿWilliamson\willima11,26,SFG,NL,28,73,68,8,16,2,0,3,6,1,1,5,25,0.235,0.288,0.397,0.685,79,27,2,0,0,0,1,9/7D
AlexÿWilson\wilsoal01,30,DET,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
JustinÿWilson*\wilsoju10,29,TOT,MLB,24,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
JustinÿWilson*\wilsoju10,29,DET,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
JustinÿWilson*\wilsoju10,29,CHC,NL,22,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
TylerÿWilson\wilsoty01,27,BAL,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
AlexÿWimmers*\wimmeal01,28,MIN,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
JesseÿWinker*\winkeje01,23,CIN,NL,47,137,121,21,36,7,0,7,15,1,1,15,24,0.298,0.375,0.529,0.904,132,64,2,0,1,0,0,9/D7
DanÿWinkler\winklda01,27,ATL,NL,16,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
MattÿWisler\wislema01,24,ATL,NL,20,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,1,0,0,1
NickÿWittgren\wittgni01,26,MIA,NL,34,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,1
AsherÿWojciechowski\wojcias01,28,CIN,NL,23,14,14,0,1,0,0,0,0,0,0,0,11,0.071,0.071,0.071,0.143,-62,1,0,0,0,0,0,1
TonyÿWolters*\wolteto01,25,COL,NL,83,266,229,30,55,8,1,0,16,0,1,33,55,0.24,0.341,0.284,0.625,57,65,9,2,2,0,9,Feb-45
KoltenÿWong*\wongko01,26,STL,NL,108,411,354,55,101,27,3,4,42,8,2,41,60,0.285,0.376,0.412,0.788,109,146,4,12,1,3,11,4
AlexÿWood\woodal02,26,LAD,NL,27,58,52,1,3,0,0,0,4,0,0,2,29,0.058,0.093,0.058,0.15,-58,3,1,0,4,0,0,1
BlakeÿWood\woodbl01,31,TOT,MLB,52,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,1
BlakeÿWood\woodbl01,31,CIN,NL,52,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,1
TravisÿWood\woodtr01,30,TOT,MLB,14,18,18,3,4,0,0,2,6,0,0,0,7,0.222,0.222,0.556,0.778,98,10,1,0,0,0,0,1
TravisÿWood\woodtr01,30,KCR,AL,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,1,0,0,0,0,1
TravisÿWood\woodtr01,30,SDP,NL,11,17,17,3,4,0,0,2,6,0,0,0,7,0.235,0.235,0.588,0.824,110,10,0,0,0,0,0,1
BrandonÿWoodruff*\woodrbr01,24,MIL,NL,7,12,10,2,2,0,0,0,0,0,0,1,2,0.2,0.273,0.2,0.473,27,2,0,0,1,0,0,/1
BrandonÿWorkman\workmbr01,28,BOS,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
VanceÿWorley\worleva01,29,MIA,NL,25,27,22,0,4,0,0,0,3,0,0,0,8,0.182,0.182,0.182,0.364,0,4,1,0,5,0,0,1
MikeÿWrightÿJr.\wrighmi01,27,BAL,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
JimmyÿYacabonis\yacabji01,25,BAL,AL,2,2,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,1
KirbyÿYates*\yateski01,30,TOT,MLB,55,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
KirbyÿYates*\yateski01,30,SDP,NL,55,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
ChristianÿYelich*\yelicch01,25,MIA,NL,156,695,602,100,170,36,2,18,81,16,2,80,137,0.282,0.369,0.439,0.807,120,264,13,6,0,6,4,*8
GabrielÿYnoa\ynoaga01,24,BAL,AL,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,/1
MichaelÿYnoa\ynoami01,25,CHW,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
ChrisÿYoung\youngch03,38,KCR,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
ChrisÿYoung\youngch04,33,BOS,AL,90,276,243,30,57,12,2,7,25,3,2,30,55,0.235,0.322,0.387,0.709,86,94,4,2,0,1,0,7D/9
EricÿYoungÿJr.#\younger03,32,LAA,AL,47,125,110,24,29,5,0,4,16,12,3,5,31,0.264,0.336,0.418,0.754,103,46,0,7,3,0,0,78/D9
MarkÿZagunis\zagunma01,24,CHC,NL,7,18,14,0,0,0,0,0,1,2,0,4,6,0,0.222,0,0.222,-34,0,0,0,0,0,0,/9
RobÿZastryzny\zastrro01,25,CHC,NL,4,3,3,0,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667,74,1,0,0,0,0,0,/1
BradÿZiegler\zieglbr01,37,MIA,NL,51,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
BradleyÿZimmer*\zimmebr01,24,CLE,AL,101,332,299,41,72,15,2,8,39,18,1,26,99,0.241,0.307,0.385,0.692,80,115,5,4,0,3,1,8
RyanÿZimmerman\zimmery01,32,WSN,NL,144,576,524,90,159,33,0,36,108,1,0,44,126,0.303,0.358,0.573,0.93,134,300,16,3,0,5,1,*3/D
JordanÿZimmermann\zimmejo02,31,DET,AL,3,6,6,0,1,0,0,0,0,0,0,0,1,0.167,0.167,0.167,0.333,-10,1,0,0,0,0,0,1
BenÿZobrist#\zobribe01,36,CHC,NL,128,496,435,58,101,20,3,12,50,2,2,54,71,0.232,0.318,0.375,0.693,79,163,13,2,2,3,2,479/36
MikeÿZunino\zuninmi01,26,SEA,AL,124,435,387,52,97,25,0,25,64,1,0,39,160,0.251,0.331,0.509,0.84,125,197,8,8,0,1,0,*2/D
TonyÿZych\zychto01,26,SEA,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
LgAvg per 600 PA,,,,200,600,536,73,136,27,3,20,70,8,3,51,130,0.254,0.324,0.425,0.749,,228,12,6,3,4,3,
