Name,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,PosÿSummary
RyanÿBuchter*\buchtry01,30,SDP,NL,38,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
RyanÿBuchter*\buchtry01,30,KCR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
WalkerÿBuehler\buehlwa01,22,LAD,NL,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
MadisonÿBumgarner\bumgama01,27,SFG,NL,15,36,34,4,7,0,0,3,5,0,0,2,11,0.206,0.25,0.471,0.721,84,16,1,0,0,0,0,1
AaronÿBummer*\bummeaa01,23,CHW,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
BillyÿBurns#\burnsbi02,27,KCR,AL,7,6,6,1,1,0,0,0,0,0,1,0,1,0.167,0.167,0.167,0.333,-10,1,0,0,0,0,0,/89
AlanÿBusenitz\busenal01,26,MIN,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
MattÿBush\bushma01,31,TEX,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
DrewÿButera\buterdr01,33,KCR,AL,75,177,163,18,37,4,1,3,14,0,0,12,41,0.227,0.284,0.319,0.603,61,52,0,1,1,0,0,3-Feb
EddieÿButler\butleed01,26,CHC,NL,12,19,15,0,1,0,0,0,0,0,0,1,6,0.067,0.125,0.067,0.192,-48,1,0,0,3,0,0,1
ByronÿBuxton\buxtoby01,23,MIN,AL,140,511,462,69,117,14,6,16,51,29,1,38,150,0.253,0.314,0.413,0.728,93,191,1,4,5,2,2,*8/D
AsdrubalÿCabrera#\cabreas01,31,NYM,NL,135,540,479,66,134,32,0,14,59,3,2,50,83,0.28,0.351,0.434,0.785,110,208,19,5,1,5,1,654/D
MelkyÿCabrera#\cabreme01,32,TOT,AL,156,666,620,78,177,30,2,17,85,1,2,36,74,0.285,0.324,0.423,0.746,99,262,19,2,2,6,1,*79/D
MelkyÿCabrera#\cabreme01,32,CHW,AL,98,428,397,54,117,17,0,13,56,0,0,25,52,0.295,0.336,0.436,0.771,107,173,7,1,2,3,1,7/D
MelkyÿCabrera#\cabreme01,32,KCR,AL,58,238,223,24,60,13,2,4,29,1,2,11,22,0.269,0.303,0.399,0.702,85,89,12,1,0,3,0,97/D
MiguelÿCabrera\cabremi01,34,DET,AL,130,529,469,50,117,22,0,16,60,0,1,54,110,0.249,0.329,0.399,0.728,93,187,15,3,0,3,6,*3D
TrevorÿCahill\cahiltr01,29,TOT,MLB,10,18,14,1,4,1,0,0,2,0,0,1,4,0.286,0.333,0.357,0.69,85,5,0,0,3,0,0,1
TrevorÿCahill\cahiltr01,29,SDP,NL,9,17,13,1,4,1,0,0,2,0,0,1,3,0.308,0.357,0.385,0.742,99,5,0,0,3,0,0,1
TrevorÿCahill\cahiltr01,29,KCR,AL,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,1
LorenzoÿCain\cainlo01,31,KCR,AL,155,645,584,86,175,27,5,15,49,26,2,54,100,0.3,0.363,0.44,0.803,113,257,20,5,0,2,1,*8/D
MattÿCain\cainma01,32,SFG,NL,24,34,32,1,5,2,0,0,2,0,0,0,20,0.156,0.156,0.219,0.375,-2,7,0,0,2,0,0,1
KoleÿCalhoun*\calhoko01,29,LAA,AL,155,654,569,77,139,23,2,19,71,5,1,71,134,0.244,0.333,0.392,0.725,96,223,10,8,0,6,4,*9
WillieÿCalhoun*\calhowi01,22,TEX,AL,13,37,34,3,9,0,0,1,4,0,0,2,7,0.265,0.324,0.353,0.677,75,12,0,1,0,0,0,7/D
OrlandoÿCalixte\calixor01,25,SFG,NL,29,55,49,5,7,1,0,0,6,1,0,3,16,0.143,0.185,0.163,0.348,-6,8,1,0,1,2,0,/75698D
JamieÿCallahan\callaja01,22,NYM,NL,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
JohanÿCamargo#\camarjo01,23,ATL,NL,82,256,241,30,72,21,2,4,27,0,0,12,51,0.299,0.331,0.452,0.783,103,109,5,0,2,1,2,56/47
JeimerÿCandelario#\candeje01,23,TOT,MLB,38,142,127,18,36,9,0,3,16,0,0,13,30,0.283,0.359,0.425,0.784,107,54,3,2,0,0,0,3-May
JeimerÿCandelario#\candeje01,23,CHC,NL,11,36,33,2,5,2,0,1,3,0,0,1,12,0.152,0.222,0.303,0.525,34,10,1,2,0,0,0,/53
JeimerÿCandelario#\candeje01,23,DET,AL,27,106,94,16,31,7,0,2,13,0,0,12,18,0.33,0.406,0.468,0.874,133,44,2,0,0,0,0,5
MarkÿCanha\canhama01,28,OAK,AL,57,187,173,16,36,13,1,5,14,2,0,7,56,0.208,0.262,0.382,0.644,73,66,5,6,0,1,0,978/3D
RobinsonÿCano*\canoro01,34,SEA,AL,150,648,592,79,166,33,0,23,97,1,0,49,85,0.28,0.338,0.453,0.791,114,268,18,4,0,3,8,*4
CarterÿCapps\cappsca01,26,SDP,NL,11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
VictorÿCaratini#\caratvi01,23,CHC,NL,31,66,59,6,15,3,0,1,2,0,0,4,13,0.254,0.333,0.356,0.689,79,21,3,3,0,0,1,2/379
StephenÿCardullo\cardust01,29,COL,NL,15,32,28,2,4,0,0,0,3,0,0,3,7,0.143,0.25,0.143,0.393,1,4,0,1,0,0,0,/79
ShaneÿCarle\carlesh01,25,COL,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
MattÿCarpenter*\carpema01,31,STL,NL,145,622,497,91,120,31,2,23,69,2,1,109,125,0.241,0.384,0.451,0.835,120,224,5,9,2,5,4,*354/D
CarlosÿCarrasco\carraca01,30,CLE,AL,2,5,4,1,0,0,0,0,0,0,0,1,1,0,0.2,0,0.2,-40,0,0,0,0,0,0,1
EzequielÿCarrera*\carreez01,30,TOR,AL,131,325,287,38,81,10,1,8,20,10,1,30,75,0.282,0.356,0.408,0.764,104,117,4,3,5,0,0,*798/D
ChrisÿCarter\cartech02,30,NYY,AL,62,208,184,20,37,5,1,8,26,0,0,20,76,0.201,0.284,0.37,0.653,71,68,5,2,0,2,0,3/9D
CurtÿCasali\casalcu01,28,TBR,AL,9,13,9,2,3,0,0,1,3,0,0,3,3,0.333,0.462,0.667,1.128,202,6,0,0,0,1,0,/2
AndrewÿCashner\cashnan01,30,TEX,AL,2,7,5,0,1,0,0,0,1,0,0,0,2,0.2,0.167,0.2,0.367,-6,1,0,0,1,1,0,1
SantiagoÿCasilla\garcija01,36,OAK,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
NickÿCastellanos\casteni01,25,DET,AL,157,665,614,73,167,36,10,26,101,4,5,41,142,0.272,0.32,0.49,0.811,112,301,12,5,0,5,0,*59/D
FabioÿCastillo\castifa01,28,LAD,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
LuisÿCastillo\castilu02,24,CIN,NL,14,33,29,0,2,0,0,0,1,0,0,1,11,0.069,0.1,0.069,0.169,-54,2,0,0,3,0,0,1
WelingtonÿCastillo\castiwe01,30,BAL,AL,96,365,341,44,96,11,0,20,53,0,0,22,97,0.282,0.323,0.49,0.813,116,167,10,0,0,2,0,2/D
JasonÿCastro*\castrja01,30,MIN,AL,110,407,356,49,86,22,0,10,47,0,0,45,108,0.242,0.333,0.388,0.72,93,138,10,4,1,1,1,2
MiguelÿCastro\castrmi01,22,BAL,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
SimonÿCastro\castrsi01,29,OAK,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
StarlinÿCastro\castrst01,27,NYY,AL,112,473,443,66,133,18,1,16,63,2,0,23,93,0.3,0.338,0.454,0.792,106,201,9,4,0,3,1,*4/D
GavinÿCecchini\cecchga02,23,NYM,NL,32,82,77,4,16,2,0,1,7,0,1,4,19,0.208,0.256,0.273,0.529,43,21,3,1,0,0,1,4
BrettÿCecil\cecilbr01,30,STL,NL,68,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,1
DarrellÿCeciliani*\cecilda01,27,TOR,AL,3,5,5,2,2,1,0,1,3,0,0,0,0,0.4,0.4,1.2,1.6,301,6,0,0,0,0,0,/8D7
JuanÿCenteno*\centeju01,27,HOU,AL,22,57,52,5,12,0,0,2,4,0,0,4,12,0.231,0.286,0.346,0.632,73,18,2,0,1,0,1,2
FranciscoÿCervelli\cervefr01,31,PIT,NL,81,304,265,31,66,13,2,5,31,0,2,32,65,0.249,0.342,0.37,0.712,90,98,7,6,0,1,0,2
HunterÿCervenka*\cervehu01,27,MIA,NL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
YoenisÿCespedes\cespeyo01,31,NYM,NL,81,321,291,46,85,17,2,17,42,0,1,26,61,0.292,0.352,0.54,0.892,135,157,7,2,0,2,5,7/D
AlejandroÿChacin\chacial01,24,CIN,NL,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
JhoulysÿChacin\chacijh01,29,SDP,NL,33,61,54,0,12,2,0,0,4,1,0,0,11,0.222,0.222,0.259,0.481,29,14,2,0,7,0,0,1
AndrewÿChafin\chafian01,27,ARI,NL,68,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
AroldisÿChapman*\chapmar01,29,NYY,AL,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
MattÿChapman\chapmma01,24,OAK,AL,84,326,290,39,68,23,2,14,40,0,3,32,92,0.234,0.313,0.472,0.785,111,137,2,2,0,2,0,5
TylerÿChatwood\chatwty01,27,COL,NL,33,47,39,5,6,1,0,0,2,0,0,1,9,0.154,0.175,0.179,0.354,-12,7,0,0,7,0,0,1
JesseÿChavez\chaveje01,33,LAA,AL,4,6,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,-100,0,0,0,1,0,0,1
Wei-YinÿChen\chenwe02,31,MIA,NL,8,8,8,0,1,0,0,0,0,0,0,0,3,0.125,0.125,0.125,0.25,-31,1,0,0,0,0,0,/1
RobinsonÿChirinos\chiriro01,33,TEX,AL,88,309,263,46,67,13,1,17,38,1,0,34,79,0.255,0.36,0.506,0.866,120,133,5,10,1,1,0,2/D
LonnieÿChisenhall*\chiselo01,28,CLE,AL,82,270,236,34,68,17,1,12,53,2,2,25,55,0.288,0.36,0.521,0.881,126,123,6,3,3,3,2,987/3
Ji-ManÿChoi*\choiji01,26,NYY,AL,6,18,15,2,4,1,0,2,5,0,0,2,5,0.267,0.333,0.733,1.067,169,11,1,0,0,1,0,/3
Shin-SooÿChoo*\choosh01,34,TEX,AL,149,636,544,96,142,20,1,22,78,12,3,77,134,0.261,0.357,0.423,0.78,100,230,18,7,3,5,1,9D
TonyÿCingrani*\cingrto01,27,TOT,NL,43,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
TonyÿCingrani*\cingrto01,27,CIN,NL,22,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
TonyÿCingrani*\cingrto01,27,LAD,NL,21,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
SteveÿCishek\cishest01,31,TOT,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
SteveÿCishek\cishest01,31,TBR,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
AlexÿClaudio*\claudal01,25,TEX,AL,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
MikeÿClevinger\clevimi01,26,CLE,AL,2,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,1,0,0,1
TylerÿClippard\clippty01,32,TOT,AL,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
TylerÿClippard\clippty01,32,NYY,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
TylerÿClippard\clippty01,32,CHW,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
TylerÿClippard\clippty01,32,HOU,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
AlexÿCobb\cobbal01,29,TBR,AL,2,6,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,-100,0,0,0,0,0,0,1
ChrisÿCoghlan*\coghlch01,32,TOR,AL,36,88,75,7,15,2,0,1,5,0,0,9,22,0.2,0.299,0.267,0.566,53,20,2,2,1,1,0,5/74D
A.J.ÿCole\coleaj01,25,WSN,NL,11,16,14,0,2,0,0,0,0,0,0,2,5,0.143,0.25,0.143,0.393,6,2,0,0,0,0,0,1
GerritÿCole\colege01,26,PIT,NL,32,68,55,3,9,1,0,1,3,0,0,1,21,0.164,0.179,0.236,0.415,9,13,1,0,12,0,0,1
DustyÿColeman\colemdu01,30,SDP,NL,27,71,66,6,15,3,0,4,9,1,0,2,33,0.227,0.268,0.455,0.722,88,30,1,2,0,1,0,6
TylerÿCollins*\collity01,27,DET,AL,49,169,150,18,29,4,1,5,14,0,4,18,55,0.193,0.278,0.333,0.611,63,50,2,0,0,1,0,89/7
JoshÿCollmenter\collmjo01,31,ATL,NL,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
AlexÿColome\colomal01,28,TBR,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
BartoloÿColon\colonba01,44,TOT,MLB,12,20,19,1,0,0,0,0,0,0,0,0,10,0,0,0,0,-100,0,1,0,1,0,0,1
BartoloÿColon\colonba01,44,ATL,NL,10,15,15,1,0,0,0,0,0,0,0,0,8,0,0,0,0,-100,0,1,0,0,0,0,1
BartoloÿColon\colonba01,44,MIN,AL,2,5,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,0,0,1,0,0,1
ChristianÿColon\colonch01,28,TOT,MLB,24,57,50,4,8,1,0,0,0,0,0,5,10,0.16,0.236,0.18,0.416,16,9,4,0,2,0,1,45
ChristianÿColon\colonch01,28,KCR,AL,7,19,17,1,3,0,0,0,0,0,0,1,3,0.176,0.222,0.176,0.399,9,3,2,0,1,0,0,/4
ChristianÿColon\colonch01,28,MIA,NL,17,38,33,3,5,1,0,0,0,0,0,4,7,0.152,0.243,0.182,0.425,20,6,2,0,1,0,1,4-May
MichaelÿConforto*\confomi01,24,NYM,NL,109,440,373,72,104,20,1,27,68,2,0,57,113,0.279,0.384,0.555,0.939,148,207,3,8,0,2,5,789/D
AdamÿConley*\conlead01,27,MIA,NL,20,32,24,3,3,0,0,0,0,0,0,2,14,0.125,0.192,0.125,0.317,-10,3,0,0,6,0,0,1
WillsonÿContreras\contrwi01,25,CHC,NL,117,428,377,50,104,21,0,21,74,5,4,45,98,0.276,0.356,0.499,0.855,118,188,13,3,1,2,2,Feb-95
GarrettÿCooper\coopega03,26,NYY,AL,13,45,43,3,14,5,1,0,6,0,0,1,12,0.326,0.333,0.488,0.822,113,21,0,0,0,1,0,3
PatrickÿCorbin*\corbipa01,27,ARI,NL,33,70,56,6,7,0,1,0,0,0,0,6,28,0.125,0.21,0.161,0.37,-4,9,0,0,8,0,0,1
FranchyÿCordero*\cordefr02,22,SDP,NL,30,99,92,15,21,3,3,3,9,1,1,6,44,0.228,0.276,0.424,0.699,83,39,0,0,1,0,0,7-Aug
AllenÿCordoba\cordoal01,21,SDP,NL,100,227,202,17,42,2,2,4,15,2,2,18,54,0.208,0.282,0.297,0.579,56,60,2,4,0,3,1,76/8594
CarlosÿCorrea\correca01,22,HOU,AL,109,481,422,82,133,25,1,24,84,2,1,53,92,0.315,0.391,0.55,0.941,155,232,12,2,0,4,5,6/D
JarredÿCosart\cosarja01,27,SDP,NL,7,6,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,0,0,2,0,0,/1
JharelÿCotton\cottojh01,25,OAK,AL,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,1
DannyÿCoulombe*\couloda01,27,OAK,AL,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
DylanÿCovey\coveydy01,25,CHW,AL,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,1
KalebÿCowart#\cowarka01,25,LAA,AL,50,117,102,18,23,5,1,3,11,4,2,10,28,0.225,0.313,0.382,0.695,88,39,4,3,2,0,1,45
ZackÿCozart\cozarza01,31,CIN,NL,122,507,438,80,130,24,7,24,63,3,0,62,78,0.297,0.385,0.548,0.933,140,240,5,3,0,4,0,*6/D
BrandonÿCrawford*\crawfbr01,30,SFG,NL,144,570,518,58,131,34,1,14,77,3,5,42,113,0.253,0.305,0.403,0.709,85,209,18,1,0,9,3,*6
J.P.ÿCrawford*\crawfjp01,22,PHI,NL,23,87,70,8,15,4,1,0,6,1,0,16,22,0.214,0.356,0.3,0.656,77,21,1,0,0,1,0,May-64
KyleÿCrick*\crickky01,24,SFG,NL,27,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
KyleÿCrockett*\crockky01,25,CLE,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
C.J.ÿCron\croncj01,27,LAA,AL,100,373,339,39,84,14,1,16,56,3,2,22,96,0.248,0.305,0.437,0.741,98,148,5,7,0,3,0,3
NelsonÿCruz\cruzne02,36,SEA,AL,155,645,556,91,160,28,0,39,119,1,1,70,140,0.288,0.375,0.549,0.924,149,305,15,12,0,7,7,*D/9
JohnnyÿCueto\cuetojo01,31,SFG,NL,25,52,46,3,4,0,0,0,3,0,0,1,15,0.087,0.104,0.087,0.191,-48,4,0,0,4,1,0,1
CharlieÿCulberson\culbech01,28,LAD,NL,15,15,13,0,2,1,0,0,1,0,0,2,4,0.154,0.267,0.231,0.497,35,3,2,0,0,0,0,Jun-45
ZacÿCurtis*\curtiza01,24,TOT,MLB,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
ZacÿCurtis*\curtiza01,24,PHI,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
CheslorÿCuthbert\cuthbch01,24,KCR,AL,58,153,143,10,33,7,0,2,18,0,0,9,39,0.231,0.275,0.322,0.596,59,46,2,0,0,1,0,5/3D4
Chaseÿd'Arnaud\darnach01,30,TOT,MLB,35,62,58,12,11,2,0,1,3,5,1,4,20,0.19,0.242,0.276,0.518,38,16,0,0,0,0,1,6/47539
Chaseÿd'Arnaud\darnach01,30,TOT,NL,33,61,57,10,10,2,0,1,3,5,1,4,20,0.175,0.23,0.263,0.493,31,15,0,0,0,0,1,6/74539
Chaseÿd'Arnaud\darnach01,30,ATL,NL,11,10,8,5,3,0,0,0,0,0,0,2,3,0.375,0.5,0.375,0.875,136,3,0,0,0,0,0,/75
Chaseÿd'Arnaud\darnach01,30,BOS,AL,2,1,1,2,1,0,0,0,0,0,0,0,0,1,1,1,2,430,1,0,0,0,0,0,/4
Chaseÿd'Arnaud\darnach01,30,SDP,NL,22,51,49,5,7,2,0,1,3,5,1,2,17,0.143,0.176,0.245,0.421,11,12,0,0,0,0,1,Jun-39
Travisÿd'Arnaud\darnatr01,28,NYM,NL,112,376,348,39,85,19,1,16,57,0,0,23,59,0.244,0.293,0.443,0.735,94,154,12,2,0,3,3,2/45D
YuÿDarvish\darviyu01,30,TOT,MLB,9,20,17,0,1,0,0,0,0,0,0,1,14,0.059,0.111,0.059,0.17,-52,1,0,0,2,0,0,1
